5000 12000
133 2725 69
133 40 16
134 2874 20
134 1608 70
134 1534 47
135 4854 48
135 3522 54
135 231 3
136 4963 61
136 4616 100
136 3183 85
137 1702 80
137 1108 96
137 4732 41
138 1983 22
138 3319 81
138 3009 92
139 1392 82
139 3480 86
139 1919 79
140 3346 43
140 1450 42
140 933 14
141 121 11
141 2489 77
141 3561 98
142 4920 18
142 3437 89
142 3588 87
143 487 25
143 909 85
143 4114 37
144 2306 91
144 879 2
144 4910 98
145 2792 36
145 2279 87
145 2642 74
146 534 46
146 2463 53
146 3481 9
147 4226 21
147 1533 66
147 1390 2
148 1726 16
148 2697 92
148 2317 41
149 3033 18
149 4611 71
149 327 57
150 366 79
150 1172 59
150 689 38
151 3070 74
151 1645 94
151 778 34
152 1544 80
152 2689 76
152 4414 90
153 133 83
153 4979 46
153 2870 72
154 964 52
154 2143 72
154 1673 58
155 1717 7
155 1738 36
155 2619 29
156 4224 35
156 3825 6
156 1860 16
157 3262 74
157 2068 82
157 937 6
158 4208 28
158 3119 25
158 4665 80
159 3944 59
159 2493 88
159 3938 82
160 4793 5
160 3704 70
160 407 87
161 683 32
161 3727 42
161 1364 4
162 1566 33
162 404 7
162 3532 30
163 1346 47
163 1757 5
163 3249 24
164 1131 22
164 4778 27
164 4636 8
165 4557 97
165 4727 96
165 1835 48
166 1229 99
166 3067 30
166 4519 90
167 2780 62
167 1200 28
167 785 89
168 3567 92
168 806 100
168 4250 37
169 4917 12
169 4309 75
169 2827 34
170 1451 58
170 3954 97
170 270 24
171 2273 53
171 4333 73
171 4187 73
172 1998 6
172 1278 64
172 1910 40
173 1041 7
173 1630 95
173 1462 54
174 3542 9
174 4271 91
174 3015 56
175 2324 75
175 1357 73
175 3185 24
176 662 79
176 4162 43
176 3500 61
177 4911 68
177 139 92
177 1690 67
178 929 52
178 3400 61
178 185 7
179 1954 57
179 245 15
179 559 72
180 190 24
180 2343 49
180 4682 96
181 1346 82
181 3346 52
181 976 45
182 1701 28
182 3729 96
182 385 82
183 2716 43
183 329 36
183 2673 2
184 711 89
184 3464 15
184 4478 96
185 3333 40
185 983 67
185 4792 33
186 3331 61
186 432 27
186 1645 72
187 2257 92
187 3425 14
187 4734 26
188 3384 1
188 1390 76
188 930 39
189 595 70
189 2600 91
189 4444 51
190 2245 83
190 734 37
190 4947 51
191 1500 65
191 3255 43
191 3551 4
192 996 85
192 4105 61
192 2565 93
193 4380 66
193 1212 6
193 2125 21
194 4772 52
194 1003 8
194 2179 36
195 76 63
195 4711 35
195 4135 8
196 452 3
196 1176 81
196 1867 32
197 2673 36
197 114 12
197 94 43
198 303 95
198 1060 29
198 4059 80
199 4160 100
199 2915 82
199 4992 92
200 671 10
200 3616 50
200 1048 40
201 3912 46
201 4294 62
201 3950 13
202 3717 11
202 4006 27
202 2449 91
203 1921 83
203 344 29
203 4019 20
204 3994 42
204 309 62
204 952 92
205 3362 76
205 2004 63
205 2641 50
206 3010 30
206 554 51
206 4663 94
207 81 71
207 3451 46
207 2931 11
208 2023 76
208 4202 3
208 3450 33
209 4121 80
209 21 34
209 2871 19
210 3595 37
210 4227 93
210 3710 45
211 3581 56
211 579 51
211 4625 80
212 4127 40
212 430 37
212 1819 63
213 4758 45
213 733 25
213 4721 73
214 4542 31
214 1448 65
214 2802 52
215 1968 91
215 1310 34
215 4256 65
216 3449 77
216 1218 14
216 629 65
217 37 77
217 3981 15
217 2107 4
218 3717 48
218 3153 33
218 4275 55
219 2461 41
219 2615 84
219 3989 28
220 1549 99
220 228 1
220 1046 36
221 4094 17
221 1541 39
221 1707 68
222 4508 83
222 2877 16
222 3924 66
223 3852 23
223 36 47
223 3718 70
224 4667 18
224 2071 68
224 4158 2
225 1025 78
225 1048 13
225 103 68
226 3470 29
226 4874 28
226 1423 28
227 4388 47
227 4310 7
227 3846 72
228 4951 56
228 827 26
228 4207 89
229 973 1
229 3501 82
229 3456 27
230 4465 95
230 3955 99
230 1765 13
231 1950 70
231 4426 1
231 1917 68
232 645 17
232 3970 43
232 3651 87
233 178 71
233 4061 57
233 2478 92
234 3144 68
234 3164 55
234 1933 45
235 1062 93
235 1690 79
235 1946 97
236 1485 43
236 646 4
236 2913 74
237 756 14
237 1231 98
237 570 72
238 2733 77
238 3894 56
238 2901 79
239 4999 97
239 3188 34
239 3111 98
240 1844 51
240 4351 67
240 1054 36
241 3017 81
241 1574 91
241 3796 10
242 2677 23
242 1832 83
242 810 83
243 809 30
243 1432 41
243 465 29
244 1578 53
244 643 94
244 2883 22
245 1275 83
245 1653 96
245 1149 65
246 485 84
246 1307 48
246 227 51
247 3433 57
247 3957 84
247 930 26
248 769 17
248 2984 11
248 495 30
249 4890 65
249 3418 55
249 3294 16
250 2772 76
250 1876 34
250 1561 13
251 3400 55
251 4246 83
251 1920 81
252 59 34
252 1466 82
252 3346 25
253 3634 83
253 2521 24
253 4230 59
254 3107 84
254 3492 73
254 4591 66
255 3521 20
255 3226 8
255 4612 38
256 4350 45
256 3605 18
256 1263 43
257 3356 2
257 848 96
257 819 34
258 3396 12
258 3129 68
258 3563 95
259 2512 1
259 572 61
259 711 73
260 705 65
260 4847 19
260 4810 11
261 757 25
261 1081 24
261 761 11
262 2561 86
262 3964 60
262 465 83
263 3576 68
263 1224 74
263 2878 80
264 4075 37
264 805 56
264 4437 27
265 1604 76
265 1022 94
265 1468 11
266 2189 33
266 3537 25
266 431 42
267 4497 12
267 923 37
267 2177 64
268 3736 87
268 2721 24
268 1986 38
269 2471 72
269 1936 93
269 4096 97
270 3128 64
270 3433 95
270 4458 45
271 3256 11
271 1483 34
271 1850 47
272 3992 11
272 1177 74
272 3902 43
273 4761 29
273 2333 42
273 1731 50
274 3290 79
274 323 68
274 587 21
275 4583 49
275 419 9
275 4607 20
276 2171 6
276 854 83
276 4621 94
277 1535 16
277 1526 67
277 90 33
278 1253 12
278 4271 62
278 1776 73
279 1470 49
279 1166 19
279 792 56
280 890 33
280 447 17
280 2724 2
281 4616 77
281 2526 23
281 4350 22
282 4872 9
282 4240 64
282 2052 5
283 3042 67
283 4006 100
283 1859 12
284 987 51
284 2333 4
284 69 7
285 3389 48
285 1669 100
285 4532 68
286 984 59
286 2927 23
286 570 24
287 1966 58
287 4511 92
287 4407 40
288 4905 38
288 2657 60
288 1872 40
289 626 61
289 133 70
289 4193 49
290 4575 76
290 393 5
290 1575 74
291 1484 2
291 1216 35
291 3804 9
292 4554 15
292 3169 31
292 3546 14
293 1672 72
293 4347 98
293 2916 68
294 1932 97
294 1788 64
294 2620 8
295 2479 93
295 533 88
295 1003 95
296 4823 91
296 1894 3
296 808 39
297 1204 46
297 1361 14
297 114 13
298 2633 70
298 3157 10
298 3123 21
299 3484 74
299 2504 90
299 2175 12
300 408 51
300 4755 39
300 3172 93
301 3644 75
301 1493 85
301 4510 8
302 699 22
302 1008 55
302 1834 76
303 740 89
303 1746 45
303 1207 35
304 485 67
304 4615 37
304 3126 33
305 1383 67
305 3756 71
305 1448 62
306 3052 97
306 3062 46
306 1130 34
307 2335 100
307 85 52
307 300 64
308 2964 91
308 4991 83
308 1121 71
309 2206 56
309 3351 94
309 729 95
310 3036 78
310 1547 29
310 3661 52
311 128 55
311 2812 20
311 4464 43
312 3420 100
312 621 15
312 3274 1
313 2723 34
313 1805 46
313 479 1
314 4218 19
314 4350 50
314 2086 45
315 319 98
315 4720 37
315 4687 57
316 2838 73
316 3409 51
316 2377 96
317 4743 1
317 1650 36
317 1443 23
318 4896 31
318 4085 90
318 1261 30
319 702 42
319 3483 1
319 305 75
320 3724 69
320 3673 78
320 3576 29
321 3420 96
321 2642 82
321 3264 4
322 2618 55
322 4405 67
322 4874 3
323 4423 12
323 4844 84
323 946 34
324 2849 90
324 735 52
324 1714 4
325 3558 27
325 2232 86
325 4340 76
326 1636 89
326 1574 29
326 3113 31
327 2915 9
327 4366 10
327 1215 63
328 4197 66
328 46 52
328 3141 73
329 1145 92
329 2241 27
329 1310 63
330 3828 21
330 3467 85
330 1625 71
331 2713 68
331 504 28
331 1269 17
332 4366 99
332 3042 70
332 3515 43
333 2845 54
333 497 39
333 2623 82
334 4522 33
334 3265 14
334 865 75
335 3331 81
335 354 79
335 377 65
336 3466 2
336 2113 55
336 943 47
337 3120 93
337 914 30
337 1567 69
338 4016 65
338 1895 51
338 1797 97
339 3707 91
339 4260 90
339 649 60
340 298 71
340 2784 98
340 4076 80
341 3905 58
341 878 49
341 2571 72
342 1962 64
342 1498 90
342 3415 33
343 2364 45
343 1162 74
343 3719 37
344 315 24
344 520 95
344 4239 92
345 2494 11
345 4928 10
345 3052 50
346 4531 66
346 608 99
346 4885 73
347 3939 99
347 3723 73
347 3171 32
348 4037 18
348 4455 35
348 2312 77
349 2715 64
349 3604 97
349 2201 47
350 3054 84
350 3645 3
350 3310 95
351 2342 8
351 2009 30
351 600 6
352 3745 94
352 4349 37
352 3554 19
353 3259 88
353 3780 24
353 1773 45
354 3698 20
354 70 15
354 2211 64
355 826 42
355 1584 48
355 3074 51
356 4911 22
356 3760 37
356 4029 54
357 42 76
357 1630 46
357 1794 6
358 1074 88
358 1803 77
358 1657 25
359 1336 68
359 1963 63
359 3523 68
360 3033 83
360 26 1
360 3949 41
361 1818 72
361 2217 15
361 2821 16
362 2583 23
362 1281 35
362 4710 35
363 2264 33
363 3562 8
363 3186 72
364 627 94
364 4456 13
364 4998 22
365 3127 37
365 2438 41
365 3668 100
366 644 13
366 2320 96
366 4267 29
367 2367 62
367 2908 19
367 3892 22
368 2517 54
368 2955 21
368 139 31
369 886 93
369 3530 7
369 476 73
370 35 52
370 4064 17
370 900 18
371 2339 17
371 4701 36
371 3981 10
372 1944 28
372 144 8
372 1788 40
373 1405 14
373 125 74
373 1993 47
374 3635 43
374 4623 62
374 2538 2
375 3391 65
375 4392 99
375 3633 69
376 4730 71
376 786 16
376 2192 58
377 1086 55
377 1761 13
377 95 87
378 592 91
378 839 70
378 1529 5
379 4806 36
379 2851 23
379 1833 68
380 1059 77
380 3052 90
380 4311 86
381 478 22
381 774 89
381 4442 41
382 1344 20
382 3505 25
382 4776 37
383 2750 43
383 4300 64
383 3488 81
384 1657 80
384 4940 3
384 3503 99
385 289 33
385 4440 68
385 2801 5
386 2669 97
386 536 83
386 2862 25
387 2791 11
387 2584 52
387 1759 19
388 3583 29
388 2988 98
388 2422 99
389 376 31
389 3958 58
389 444 77
390 2154 12
390 4490 1
390 3471 50
391 3673 36
391 1409 99
391 3324 69
392 555 74
392 3169 39
392 1043 40
393 2965 28
393 4471 42
393 3773 39
394 558 66
394 1510 27
394 606 47
395 2664 37
395 4863 74
395 3276 57
396 703 12
396 4070 82
396 1282 24
397 3760 65
397 4915 3
397 2903 44
398 2624 11
398 2236 14
398 875 5
399 4112 27
399 4001 35
399 1418 8
400 811 23
400 902 53
400 4951 32
401 1032 69
401 1450 45
401 3798 69
402 1648 57
402 1684 13
402 1522 28
403 3087 35
403 762 41
403 4561 90
404 1789 56
404 140 90
404 4983 56
405 3775 76
405 2416 2
405 4094 44
406 4501 31
406 3327 32
406 1500 23
407 271 83
407 1921 11
407 4825 10
408 4935 9
408 3625 53
408 4159 40
409 71 51
409 4893 78
409 3778 12
410 1832 77
410 442 2
410 3152 23
411 4598 28
411 2986 93
411 30 62
412 3843 26
412 3400 21
412 1170 11
413 3285 97
413 884 37
413 1651 89
414 399 65
414 2029 7
414 1913 25
415 3504 98
415 1808 10
415 3005 44
416 3122 80
416 632 91
416 4627 71
417 492 72
417 1554 4
417 159 90
418 3593 91
418 2181 54
418 3630 70
419 481 66
419 4249 25
419 4893 39
420 4351 14
420 2048 8
420 4840 34
421 1210 100
421 2170 3
421 1732 10
422 1278 92
422 4381 49
422 2865 64
423 887 14
423 431 32
423 404 97
424 3978 100
424 4406 83
424 4513 99
425 4622 25
425 4250 77
425 3311 31
426 4255 99
426 2083 63
426 478 68
427 3842 8
427 4828 70
427 2573 15
428 1538 33
428 2413 9
428 2398 27
429 4041 56
429 4475 91
429 3927 80
430 4101 3
430 3627 49
430 3471 62
431 4355 88
431 1810 33
431 2217 52
432 2398 8
432 3822 25
432 446 92
433 1368 79
433 539 40
433 3429 33
434 3355 46
434 2297 72
434 12 83
435 1681 77
435 1406 95
435 3596 92
436 3674 39
436 2780 9
436 3510 25
437 1939 60
437 452 40
437 2592 83
438 4764 25
438 169 12
438 3132 64
439 3375 96
439 2117 19
439 284 36
440 4797 15
440 1713 9
440 1465 81
441 4831 58
441 1856 34
441 4344 66
442 3048 34
442 1594 85
442 69 11
443 3492 85
443 2038 79
443 2517 6
444 3303 29
444 3733 56
444 4992 8
445 1816 17
445 1138 4
445 2383 39
446 1634 71
446 1825 82
446 2041 4
447 1765 69
447 60 63
447 2881 70
448 2308 57
448 4546 60
448 2584 100
449 3716 94
449 1477 28
449 4201 10
450 4313 33
450 1789 46
450 503 59
451 3335 20
451 3452 11
451 1780 40
452 3736 23
452 430 22
452 358 64
453 2011 67
453 3421 7
453 4281 53
454 1320 33
454 1350 44
454 1585 77
455 1041 26
455 2729 61
455 1648 21
456 4443 8
456 4582 63
456 1124 89
457 2049 30
457 3676 51
457 662 49
458 676 7
458 1245 23
458 4233 92
459 647 22
459 2265 79
459 4252 93
460 1108 54
460 3208 88
460 496 64
461 4723 52
461 2303 66
461 3471 90
462 4602 3
462 2812 95
462 1691 88
463 3505 46
463 4875 64
463 3471 68
464 1916 7
464 2626 46
464 2455 58
465 746 50
465 115 73
465 1796 38
466 2804 34
466 4527 41
466 4215 31
467 4460 68
467 1707 98
467 2320 70
468 2284 26
468 603 98
468 4683 4
469 1987 68
469 564 30
469 1734 72
470 4316 70
470 2012 86
470 278 37
471 2077 66
471 407 33
471 3635 15
472 1130 84
472 2435 8
472 1059 53
473 2945 36
473 2364 61
473 3422 87
474 3598 20
474 3898 15
474 1807 14
475 1877 65
475 4727 32
475 2080 52
476 359 6
476 1210 62
476 348 18
477 2795 8
477 3054 16
477 3442 55
478 3829 79
478 3166 37
478 2624 100
479 54 5
479 3030 24
479 4526 23
480 3603 13
480 2772 8
480 3924 39
481 2432 5
481 1655 71
481 2142 64
482 3336 1
482 4400 50
482 1788 79
483 1543 38
483 277 35
483 1778 38
484 2166 70
484 4224 47
484 1368 19
485 2110 99
485 1125 5
485 4631 37
486 1441 25
486 2229 73
486 1943 35
487 1042 44
487 1002 57
487 4141 24
488 3681 48
488 4575 3
488 657 86
489 269 96
489 3357 27
489 4449 41
490 4229 6
490 3311 70
490 4274 50
491 1545 23
491 604 53
491 4628 6
492 3077 100
492 2540 14
492 2537 65
493 4211 4
493 4067 60
493 1105 52
494 3488 52
494 500 26
494 4787 88
495 1065 57
495 2270 99
495 4553 30
496 3836 60
496 622 25
496 4299 73
497 575 46
497 746 50
497 4088 50
498 4425 61
498 3333 97
498 4135 17
499 3578 67
499 859 73
499 4747 47
500 4459 26
500 1455 17
500 1323 7
501 4483 12
501 522 18
501 4162 80
502 452 43
502 1365 81
502 1400 16
503 199 18
503 4369 57
503 2831 81
504 4871 34
504 1573 64
504 3593 11
505 1610 93
505 2680 80
505 4205 86
506 773 71
506 4278 32
506 314 94
507 784 82
507 1992 50
507 4678 84
508 232 14
508 3353 91
508 3878 84
509 987 17
509 421 46
509 1576 58
510 1083 17
510 1661 91
510 2690 8
511 3196 92
511 3800 37
511 2893 25
512 3157 89
512 2074 49
512 428 12
513 2845 35
513 2305 64
513 1783 35
514 3315 91
514 166 98
514 4583 72
515 3748 57
515 2122 65
515 3061 74
516 2684 62
516 1360 76
516 934 85
517 3590 89
517 4374 44
517 3352 19
518 1875 74
518 4822 41
518 1724 66
519 4689 2
519 3693 21
519 491 73
520 4251 22
520 934 64
520 3912 95
521 446 61
521 110 54
521 1889 11
522 2826 70
522 3188 50
522 1192 30
523 3374 21
523 1907 77
523 4232 6
524 1743 33
524 3233 73
524 4098 98
525 2550 41
525 2071 76
525 1457 6
526 1810 62
526 66 86
526 3790 89
527 1379 75
527 1567 11
527 2423 12
528 3699 96
528 1172 33
528 3603 80
529 502 62
529 3187 44
529 1466 42
530 546 8
530 2840 82
530 2695 22
531 1732 6
531 4547 87
531 3986 19
532 899 19
532 2623 16
532 3649 1
533 1367 93
533 4210 33
533 3833 6
534 1678 63
534 727 38
534 4248 34
535 2964 9
535 3306 49
535 2500 64
536 3170 45
536 2995 94
536 3593 2
537 3014 4
537 687 10
537 1498 7
538 4453 56
538 2506 90
538 1174 21
539 2362 50
539 1328 17
539 4158 11
540 762 54
540 3736 26
540 4277 23
541 3202 2
541 1676 58
541 4083 78
542 2497 40
542 2225 26
542 2427 87
543 333 56
543 4775 55
543 4467 46
544 2597 24
544 116 68
544 1731 67
545 1040 55
545 4085 7
545 1146 77
546 2463 82
546 3643 12
546 1162 81
547 288 73
547 2610 20
547 2826 89
548 1760 28
548 3822 27
548 1750 33
549 257 87
549 3981 51
549 4652 54
550 3655 75
550 3180 68
550 4028 64
551 521 5
551 4369 84
551 3007 51
552 947 16
552 3053 4
552 1400 54
553 4945 7
553 3252 5
553 4927 28
554 4524 55
554 2416 31
554 1192 32
555 1443 64
555 4011 67
555 4301 31
556 4823 97
556 3291 57
556 4988 58
557 252 86
557 1035 97
557 358 21
558 3560 69
558 761 14
558 4525 8
559 548 63
559 1273 58
559 2476 1
560 1777 29
560 297 61
560 2176 22
561 2826 77
561 2257 72
561 3688 48
562 1802 70
562 3334 29
562 939 82
563 1320 36
563 4408 31
563 3228 28
564 3396 16
564 971 84
564 2270 9
565 4897 99
565 3432 15
565 1363 98
566 97 53
566 1803 72
566 4755 85
567 2669 48
567 1859 85
567 1404 66
568 4910 22
568 345 29
568 2288 59
569 1022 81
569 3406 55
569 2251 64
570 1028 38
570 4001 64
570 860 5
571 4407 26
571 4819 7
571 554 47
572 4986 22
572 4074 5
572 4516 52
573 2128 22
573 3000 32
573 4481 57
574 1878 98
574 801 57
574 4111 40
575 876 28
575 1966 41
575 4047 72
576 4093 69
576 4524 78
576 3174 68
577 625 39
577 1546 90
577 1474 84
578 2943 67
578 221 90
578 1533 66
579 401 98
579 1943 95
579 3085 72
580 4741 71
580 1629 87
580 2657 70
581 2936 28
581 4179 75
581 2604 87
582 1306 5
582 3965 77
582 2046 13
583 3957 32
583 1716 18
583 4824 51
584 977 39
584 670 30
584 1684 53
585 98 28
585 339 54
585 3818 58
586 2429 4
586 986 47
586 1152 55
587 683 81
587 4907 68
587 892 26
588 3628 63
588 3792 51
588 1785 10
589 1106 30
589 541 23
589 2942 63
590 2488 58
590 3207 35
590 257 91
591 1671 51
591 690 68
591 1873 73
592 2197 63
592 4339 28
592 4328 28
593 3502 76
593 437 35
593 3725 71
594 4695 33
594 2268 62
594 874 66
595 3147 74
595 893 13
595 1127 14
596 3106 45
596 974 34
596 2711 18
597 1501 18
597 4678 48
597 4077 6
598 32 76
598 3917 3
598 1476 98
599 2282 58
599 1786 26
599 1616 91
600 1467 29
600 1932 67
600 1937 85
601 502 83
601 1413 57
601 4832 96
602 1150 65
602 775 23
602 2854 41
603 49 49
603 3522 50
603 2834 41
604 3313 18
604 888 58
604 4521 84
605 1544 82
605 4011 66
605 3553 27
606 4191 53
606 2792 63
606 726 19
607 300 86
607 2353 28
607 706 65
608 409 13
608 3230 30
608 4602 65
609 2298 63
609 2221 62
609 1229 12
610 845 17
610 2294 84
610 494 84
611 2892 53
611 4325 28
611 1089 96
612 3162 88
612 4085 42
612 996 72
613 11 23
613 869 3
613 1936 11
614 1268 40
614 3155 19
614 1118 80
615 4679 92
615 2181 74
615 2120 15
616 1689 66
616 4450 14
616 3025 21
617 304 6
617 1113 58
617 824 53
618 3660 53
618 4895 65
618 1551 6
619 2004 53
619 3218 31
619 1303 97
620 4346 10
620 3561 27
620 2928 5
621 3869 98
621 2190 80
621 3702 12
622 3064 90
622 505 27
622 4667 71
623 2542 90
623 2929 15
623 2000 58
624 1711 63
624 2920 16
624 1227 74
625 1803 76
625 2417 44
625 4795 30
626 1013 41
626 686 39
626 1272 22
627 738 54
627 4189 13
627 2211 58
628 1676 45
628 1774 47
628 1706 73
629 3102 47
629 3016 55
629 2170 79
630 4038 33
630 3443 55
630 4474 86
631 3596 53
631 2834 46
631 3185 60
632 4521 34
632 4829 73
632 3185 13
633 715 57
633 197 46
633 4 17
634 1066 13
634 4976 15
634 4597 84
635 3899 84
635 4230 5
635 1502 70
636 4224 16
636 3289 94
636 3348 46
637 4633 8
637 290 16
637 350 71
638 1988 95
638 1731 29
638 200 38
639 2916 79
639 3716 15
639 3123 64
640 729 15
640 4556 41
640 3482 87
641 1661 13
641 3512 10
641 245 78
642 602 17
642 4286 84
642 2443 32
643 797 5
643 4632 46
643 4468 2
644 57 81
644 2589 84
644 3588 82
645 4108 75
645 4224 97
645 1775 22
646 4315 41
646 4053 91
646 4799 33
647 1039 97
647 2173 19
647 293 85
648 4144 67
648 1907 37
648 4383 62
649 3983 93
649 3640 46
649 908 76
650 4 12
650 4386 2
650 4656 36
651 3186 34
651 1291 24
651 3720 10
652 1253 9
652 2966 48
652 3031 72
653 2605 79
653 1619 97
653 4430 91
654 2741 1
654 3879 73
654 3977 15
655 237 95
655 3812 69
655 1137 66
656 2370 51
656 1377 69
656 1351 97
657 1851 85
657 4213 82
657 3411 69
658 284 65
658 1360 14
658 1260 93
659 1810 17
659 426 39
659 3813 28
660 4399 93
660 4700 56
660 3389 34
661 664 25
661 3771 85
661 1640 68
662 259 95
662 4577 61
662 395 23
663 312 57
663 1137 44
663 4299 81
664 4669 14
664 4767 50
664 3726 30
665 3842 55
665 4841 100
665 1826 98
666 2474 64
666 4470 8
666 3311 62
667 2622 33
667 2514 86
667 208 73
668 1502 1
668 1033 89
668 1373 19
669 2061 5
669 27 25
669 2070 30
670 4750 88
670 3477 8
670 3232 86
671 3783 83
671 1684 14
671 220 42
672 972 12
672 3969 35
672 2612 54
673 732 93
673 4099 50
673 4298 65
674 893 7
674 1954 13
674 4959 61
675 4375 58
675 1467 19
675 1470 27
676 3693 70
676 3411 90
676 2147 28
677 3598 96
677 4592 60
677 49 39
678 1077 8
678 4654 58
678 4080 53
679 3775 74
679 2301 100
679 2869 8
680 1626 30
680 2008 28
680 3681 23
681 1566 45
681 2593 36
681 2572 55
682 2353 49
682 4128 15
682 4866 66
683 1076 41
683 4904 71
683 4296 69
684 1377 19
684 281 24
684 1283 5
685 1807 35
685 2038 3
